MAP       , ID        , AMOUNT    , X1        , Y1        , DX        , DY        , RX        , RY        , RADIUS    , 
4         , 1838      , 1         , 48258.0   , 45252.0   , 6.0       , 9.0       , 48261.0   , 45256.5   , 6.0       , 
4         , 1838      , 1         , 48454.0   , 45076.0   , 6.0       , 7.0       , 48457.0   , 45079.5   , 6.0       , 
4         , 1624      , 5         , 48149.0   , 45072.0   , 346.0     , 108.0     , 48322.0   , 45126.0   , 108.0     , 
4         , 1625      , 8         , 48141.0   , 45122.0   , 230.0     , 188.0     , 48256.0   , 45216.0   , 188.0     , 
4         , 1625      , 2         , 48356.0   , 45168.0   , 105.0     , 92.0      , 48408.5   , 45214.0   , 92.0      , 
4         , 1626      , 6         , 48232.0   , 45658.0   , 47.0      , 290.0     , 48255.5   , 45803.0   , 47.0      , 
4         , 1626      , 3         , 48169.0   , 45566.0   , 211.0     , 38.0      , 48274.5   , 45585.0   , 38.0      , 
4         , 1626      , 2         , 48300.0   , 45389.0   , 48.0      , 43.0      , 48324.0   , 45410.5   , 43.0      , 
4         , 1626      , 1         , 48363.0   , 45378.0   , 26.0      , 26.0      , 48376.0   , 45391.0   , 26.0      , 
4         , 1632      , 2         , 48162.0   , 46036.0   , 146.0     , 82.0      , 48235.0   , 46077.0   , 82.0      , 
4         , 1632      , 6         , 48224.0   , 46087.0   , 190.0     , 129.0     , 48319.0   , 46151.5   , 129.0     , 
4         , 1634      , 2         , 48141.0   , 46262.0   , 130.0     , 180.0     , 48206.0   , 46352.0   , 130.0     , 
4         , 1634      , 1         , 48284.0   , 46268.0   , 143.0     , 44.0      , 48355.5   , 46290.0   , 44.0      , 
4         , 1634      , 1         , 48281.0   , 46322.0   , 81.0      , 23.0      , 48321.5   , 46333.5   , 23.0      , 
4         , 1636      , 4         , 48243.0   , 46472.0   , 52.0      , 605.0     , 48269.0   , 46774.5   , 52.0      , 
4         , 1636      , 2         , 48311.0   , 46609.0   , 42.0      , 259.0     , 48332.0   , 46738.5   , 42.0      , 
4         , 1636      , 2         , 48143.0   , 47122.0   , 189.0     , 79.0      , 48237.5   , 47161.5   , 79.0      , 
4         , 1636      , 2         , 48319.0   , 47193.0   , 65.0      , 90.0      , 48351.5   , 47238.0   , 65.0      , 
5         , 14763     , 9         , 32216.0   , 36400.0   , 176.0     , 116.0     , 32304.0   , 36458.0   , 116.0     , 
5         , 14763     , 8         , 32649.0   , 36577.0   , 161.0     , 134.0     , 32729.5   , 36644.0   , 134.0     , 
5         , 14763     , 9         , 32182.0   , 36674.0   , 172.0     , 140.0     , 32268.0   , 36744.0   , 140.0     , 
5         , 14764     , 8         , 32245.0   , 36492.0   , 180.0     , 111.0     , 32335.0   , 36547.5   , 111.0     , 
5         , 14764     , 9         , 32556.0   , 36604.0   , 193.0     , 164.0     , 32652.5   , 36686.0   , 164.0     , 
5         , 14764     , 8         , 32314.0   , 36680.0   , 201.0     , 150.0     , 32414.5   , 36755.0   , 150.0     , 
5         , 14765     , 9         , 32291.0   , 36455.0   , 165.0     , 175.0     , 32373.5   , 36542.5   , 165.0     , 
5         , 14765     , 8         , 32546.0   , 36481.0   , 170.0     , 177.0     , 32631.0   , 36569.5   , 170.0     , 
5         , 14765     , 9         , 32250.0   , 36776.0   , 196.0     , 182.0     , 32348.0   , 36867.0   , 182.0     , 
5         , 14782     , 1         , 32223.0   , 36505.0   , 520.0     , 488.0     , 32483.0   , 36749.0   , 488.0     , 
5         , 14763     , 2         , 32526.0   , 36880.0   , 180.0     , 130.0     , 32616.0   , 36945.0   , 130.0     , 
5         , 14764     , 2         , 32418.0   , 36984.0   , 185.0     , 154.0     , 32510.5   , 37061.0   , 154.0     , 
5         , 14765     , 2         , 32562.0   , 36978.0   , 164.0     , 149.0     , 32644.0   , 37052.5   , 149.0     , 
5         , 14766     , 8         , 32485.0   , 37316.0   , 95.0      , 560.0     , 32532.5   , 37596.0   , 95.0      , 
5         , 14767     , 8         , 32625.0   , 37315.0   , 88.0      , 558.0     , 32669.0   , 37594.0   , 88.0      , 
5         , 14768     , 8         , 32521.0   , 37425.0   , 158.0     , 360.0     , 32600.0   , 37605.0   , 158.0     , 
5         , 14766     , 2         , 32244.0   , 37978.0   , 42.0      , 220.0     , 32265.0   , 38088.0   , 42.0      , 
5         , 14766     , 2         , 32171.0   , 38161.0   , 42.0      , 295.0     , 32192.0   , 38308.5   , 42.0      , 
5         , 14766     , 2         , 32136.0   , 38388.0   , 79.0      , 214.0     , 32175.5   , 38495.0   , 79.0      , 
5         , 14766     , 2         , 32159.0   , 38674.0   , 285.0     , 80.0      , 32301.5   , 38714.0   , 80.0      , 
5         , 14767     , 2         , 32274.0   , 38014.0   , 53.0      , 237.0     , 32300.5   , 38132.5   , 53.0      , 
5         , 14767     , 2         , 32344.0   , 38197.0   , 55.0      , 231.0     , 32371.5   , 38312.5   , 55.0      , 
5         , 14767     , 2         , 32327.0   , 38391.0   , 79.0      , 221.0     , 32366.5   , 38501.5   , 79.0      , 
5         , 14767     , 2         , 32131.0   , 38731.0   , 157.0     , 119.0     , 32209.5   , 38790.5   , 119.0     , 
5         , 14768     , 2         , 32244.0   , 38115.0   , 88.0      , 202.0     , 32288.0   , 38216.0   , 88.0      , 
5         , 14768     , 2         , 32207.0   , 38276.0   , 148.0     , 183.0     , 32281.0   , 38367.5   , 148.0     , 
5         , 14768     , 2         , 32209.0   , 38481.0   , 146.0     , 61.0      , 32282.0   , 38511.5   , 61.0      , 
5         , 14768     , 2         , 32265.0   , 38723.0   , 191.0     , 137.0     , 32360.5   , 38791.5   , 137.0     , 
5         , 14766     , 9         , 32278.0   , 39075.0   , 917.0     , 61.0      , 32736.5   , 39105.5   , 61.0      , 
5         , 14767     , 9         , 32286.0   , 39199.0   , 908.0     , 44.0      , 32740.0   , 39221.0   , 44.0      , 
5         , 14768     , 9         , 32330.0   , 39112.0   , 821.0     , 107.0     , 32740.5   , 39165.5   , 107.0     , 
5         , 14782     , 1         , 32245.0   , 39065.0   , 950.0     , 228.0     , 32720.0   , 39179.0   , 228.0     , 
5         , 14760     , 5         , 33748.0   , 36268.0   , 316.0     , 90.0      , 33906.0   , 36313.0   , 90.0      , 
5         , 14760     , 4         , 33260.0   , 36411.0   , 353.0     , 153.0     , 33436.5   , 36487.5   , 153.0     , 
5         , 14761     , 5         , 33743.0   , 36426.0   , 277.0     , 79.0      , 33881.5   , 36465.5   , 79.0      , 
5         , 14761     , 4         , 33147.0   , 36523.0   , 485.0     , 72.0      , 33389.5   , 36559.0   , 72.0      , 
5         , 14762     , 5         , 33703.0   , 36348.0   , 329.0     , 98.0      , 33867.5   , 36397.0   , 98.0      , 
5         , 14762     , 4         , 33008.0   , 36552.0   , 467.0     , 138.0     , 33241.5   , 36621.0   , 138.0     , 
5         , 14766     , 2         , 32884.0   , 38082.0   , 53.0      , 202.0     , 32910.5   , 38183.0   , 53.0      , 
5         , 14766     , 2         , 32950.0   , 38256.0   , 31.0      , 145.0     , 32965.5   , 38328.5   , 31.0      , 
5         , 14766     , 2         , 33002.0   , 38373.0   , 46.0      , 283.0     , 33025.0   , 38514.5   , 46.0      , 
5         , 14766     , 2         , 33225.0   , 38344.0   , 148.0     , 132.0     , 33299.0   , 38410.0   , 132.0     , 
5         , 14766     , 5         , 33027.0   , 38751.0   , 265.0     , 119.0     , 33159.5   , 38810.5   , 119.0     , 
5         , 14767     , 2         , 32937.0   , 38181.0   , 93.0      , 134.0     , 32983.5   , 38248.0   , 93.0      , 
5         , 14767     , 2         , 33023.0   , 38321.0   , 91.0      , 188.0     , 33068.5   , 38415.0   , 91.0      , 
5         , 14767     , 2         , 33073.0   , 38498.0   , 83.0      , 222.0     , 33114.5   , 38609.0   , 83.0      , 
5         , 14767     , 2         , 33349.0   , 38334.0   , 168.0     , 133.0     , 33433.0   , 38400.5   , 133.0     , 
5         , 14767     , 5         , 33346.0   , 38741.0   , 157.0     , 155.0     , 33424.5   , 38818.5   , 155.0     , 
5         , 14768     , 2         , 32912.0   , 38218.0   , 153.0     , 117.0     , 32988.5   , 38276.5   , 117.0     , 
5         , 14768     , 2         , 32999.0   , 38355.0   , 147.0     , 142.0     , 33072.5   , 38426.0   , 142.0     , 
5         , 14768     , 2         , 33027.0   , 38554.0   , 181.0     , 144.0     , 33117.5   , 38626.0   , 144.0     , 
5         , 14768     , 2         , 33308.0   , 38412.0   , 120.0     , 129.0     , 33368.0   , 38476.5   , 120.0     , 
5         , 14768     , 5         , 33187.0   , 38733.0   , 222.0     , 150.0     , 33298.0   , 38808.0   , 150.0     , 
5         , 14760     , 2         , 34492.0   , 36505.0   , 91.0      , 79.0      , 34537.5   , 36544.5   , 79.0      , 
5         , 14760     , 2         , 34309.0   , 36481.0   , 215.0     , 28.0      , 34416.5   , 36495.0   , 28.0      , 
5         , 14760     , 2         , 34550.0   , 35925.0   , 73.0      , 125.0     , 34586.5   , 35987.5   , 73.0      , 
5         , 14760     , 2         , 34438.0   , 36140.0   , 99.0      , 77.0      , 34487.5   , 36178.5   , 77.0      , 
5         , 14760     , 2         , 34206.0   , 36297.0   , 35.0      , 140.0     , 34223.5   , 36367.0   , 35.0      , 
5         , 14760     , 2         , 34096.0   , 36462.0   , 39.0      , 132.0     , 34115.5   , 36528.0   , 39.0      , 
5         , 14760     , 2         , 34249.0   , 36467.0   , 47.0      , 176.0     , 34272.5   , 36555.0   , 47.0      , 
5         , 14760     , 2         , 34401.0   , 35972.0   , 64.0      , 170.0     , 34433.0   , 36057.0   , 64.0      , 
5         , 14761     , 2         , 34475.0   , 36580.0   , 117.0     , 69.0      , 34533.5   , 36614.5   , 69.0      , 
5         , 14761     , 2         , 34436.0   , 36352.0   , 28.0      , 124.0     , 34450.0   , 36414.0   , 28.0      , 
5         , 14761     , 2         , 34526.0   , 36003.0   , 91.0      , 94.0      , 34571.5   , 36050.0   , 91.0      , 
5         , 14761     , 2         , 34389.0   , 36174.0   , 96.0      , 65.0      , 34437.0   , 36206.5   , 65.0      , 
5         , 14761     , 2         , 34159.0   , 36375.0   , 189.0     , 26.0      , 34253.5   , 36388.0   , 26.0      , 
5         , 14761     , 2         , 34077.0   , 36519.0   , 102.0     , 44.0      , 34128.0   , 36541.0   , 44.0      , 
5         , 14761     , 2         , 34178.0   , 36550.0   , 166.0     , 52.0      , 34261.0   , 36576.0   , 52.0      , 
5         , 14761     , 2         , 34369.0   , 36089.0   , 195.0     , 78.0      , 34466.5   , 36128.0   , 78.0      , 
5         , 14762     , 2         , 34461.0   , 36534.0   , 101.0     , 90.0      , 34511.5   , 36579.0   , 90.0      , 
5         , 14762     , 2         , 34389.0   , 36396.0   , 76.0      , 104.0     , 34427.0   , 36448.0   , 76.0      , 
5         , 14762     , 2         , 34452.0   , 35954.0   , 134.0     , 113.0     , 34519.0   , 36010.5   , 113.0     , 
5         , 14762     , 2         , 34429.0   , 36191.0   , 109.0     , 113.0     , 34483.5   , 36247.5   , 109.0     , 
5         , 14762     , 2         , 34129.0   , 36412.0   , 147.0     , 44.0      , 34202.5   , 36434.0   , 44.0      , 
5         , 14762     , 2         , 34102.0   , 36576.0   , 274.0     , 22.0      , 34239.0   , 36587.0   , 22.0      , 
5         , 14762     , 2         , 34192.0   , 36604.0   , 254.0     , 19.0      , 34319.0   , 36613.5   , 19.0      , 
5         , 14762     , 2         , 34286.0   , 36179.0   , 96.0      , 58.0      , 34334.0   , 36208.0   , 58.0      , 
5         , 14769     , 2         , 34455.0   , 37318.0   , 94.0      , 92.0      , 34502.0   , 37364.0   , 92.0      , 
5         , 14769     , 2         , 34664.0   , 37498.0   , 187.0     , 27.0      , 34757.5   , 37511.5   , 27.0      , 
5         , 14770     , 2         , 34423.0   , 37383.0   , 165.0     , 55.0      , 34505.5   , 37410.5   , 55.0      , 
5         , 14770     , 2         , 34749.0   , 37547.0   , 213.0     , 38.0      , 34855.5   , 37566.0   , 38.0      , 
5         , 14771     , 2         , 34566.0   , 37425.0   , 117.0     , 38.0      , 34624.5   , 37444.0   , 38.0      , 
5         , 14771     , 2         , 34754.0   , 37517.0   , 98.0      , 53.0      , 34803.0   , 37543.5   , 53.0      , 
5         , 14769     , 2         , 34298.0   , 37928.0   , 119.0     , 95.0      , 34357.5   , 37975.5   , 95.0      , 
5         , 14769     , 5         , 34282.0   , 38250.0   , 145.0     , 133.0     , 34354.5   , 38316.5   , 133.0     , 
5         , 14769     , 4         , 34476.0   , 38228.0   , 366.0     , 35.0      , 34659.0   , 38245.5   , 35.0      , 
5         , 14770     , 2         , 34290.0   , 38072.0   , 135.0     , 130.0     , 34357.5   , 38137.0   , 130.0     , 
5         , 14770     , 5         , 34278.0   , 38415.0   , 145.0     , 119.0     , 34350.5   , 38474.5   , 119.0     , 
5         , 14770     , 4         , 34538.0   , 38316.0   , 170.0     , 69.0      , 34623.0   , 38350.5   , 69.0      , 
5         , 14771     , 2         , 34310.0   , 37994.0   , 95.0      , 105.0     , 34357.5   , 38046.5   , 95.0      , 
5         , 14771     , 5         , 34318.0   , 38355.0   , 179.0     , 99.0      , 34407.5   , 38404.5   , 99.0      , 
5         , 14771     , 4         , 34593.0   , 38239.0   , 106.0     , 107.0     , 34646.0   , 38292.5   , 106.0     , 
5         , 14775     , 2         , 34438.0   , 39032.0   , 201.0     , 35.0      , 34538.5   , 39049.5   , 35.0      , 
5         , 14775     , 2         , 34434.0   , 39207.0   , 226.0     , 36.0      , 34547.0   , 39225.0   , 36.0      , 
5         , 14775     , 2         , 34320.0   , 38979.0   , 55.0      , 300.0     , 34347.5   , 39129.0   , 55.0      , 
5         , 14775     , 2         , 34216.0   , 38982.0   , 42.0      , 305.0     , 34237.0   , 39134.5   , 42.0      , 
5         , 14775     , 2         , 34418.0   , 38935.0   , 188.0     , 21.0      , 34512.0   , 38945.5   , 21.0      , 
5         , 14775     , 2         , 34442.0   , 39287.0   , 152.0     , 30.0      , 34518.0   , 39302.0   , 30.0      , 
5         , 14776     , 2         , 34192.0   , 39050.0   , 191.0     , 33.0      , 34287.5   , 39066.5   , 33.0      , 
5         , 14776     , 2         , 34196.0   , 39179.0   , 183.0     , 45.0      , 34287.5   , 39201.5   , 45.0      , 
5         , 14776     , 2         , 34478.0   , 38938.0   , 20.0      , 161.0     , 34488.0   , 39018.5   , 20.0      , 
5         , 14776     , 2         , 34563.0   , 38933.0   , 14.0      , 170.0     , 34570.0   , 39018.0   , 14.0      , 
5         , 14776     , 2         , 34472.0   , 39187.0   , 30.0      , 121.0     , 34487.0   , 39247.5   , 30.0      , 
5         , 14776     , 2         , 34561.0   , 39185.0   , 22.0      , 120.0     , 34572.0   , 39245.0   , 22.0      , 
5         , 14783     , 1         , 34182.0   , 39116.0   , 5.0       , 23.0      , 34184.5   , 39127.5   , 5.0       , 
5         , 14769     , 2         , 34893.0   , 37647.0   , 123.0     , 49.0      , 34954.5   , 37671.5   , 49.0      , 
5         , 14769     , 3         , 35006.0   , 37829.0   , 53.0      , 330.0     , 35032.5   , 37994.0   , 53.0      , 
5         , 14770     , 2         , 34963.0   , 37734.0   , 104.0     , 37.0      , 35015.0   , 37752.5   , 37.0      , 
5         , 14770     , 3         , 35116.0   , 37873.0   , 88.0      , 186.0     , 35160.0   , 37966.0   , 88.0      , 
5         , 14771     , 2         , 34942.0   , 37687.0   , 84.0      , 59.0      , 34984.0   , 37716.5   , 59.0      , 
5         , 14771     , 3         , 35040.0   , 37869.0   , 94.0      , 229.0     , 35087.0   , 37983.5   , 94.0      , 
5         , 14772     , 9         , 35181.0   , 38332.0   , 478.0     , 428.0     , 35420.0   , 38546.0   , 428.0     , 
5         , 14772     , 3         , 34998.0   , 38542.0   , 38.0      , 262.0     , 35017.0   , 38673.0   , 38.0      , 
5         , 14772     , 3         , 35111.0   , 38831.0   , 277.0     , 39.0      , 35249.5   , 38850.5   , 39.0      , 
5         , 14773     , 9         , 35164.0   , 38325.0   , 515.0     , 458.0     , 35421.5   , 38554.0   , 458.0     , 
5         , 14773     , 3         , 34883.0   , 38742.0   , 53.0      , 152.0     , 34909.5   , 38818.0   , 53.0      , 
5         , 14773     , 3         , 35441.0   , 38831.0   , 232.0     , 36.0      , 35557.0   , 38849.0   , 36.0      , 
5         , 14774     , 9         , 35226.0   , 38371.0   , 402.0     , 363.0     , 35427.0   , 38552.5   , 363.0     , 
5         , 14774     , 3         , 34914.0   , 38651.0   , 132.0     , 129.0     , 34980.0   , 38715.5   , 129.0     , 
5         , 14774     , 3         , 35236.0   , 38812.0   , 289.0     , 72.0      , 35380.5   , 38848.0   , 72.0      , 
5         , 14775     , 8         , 34877.0   , 38971.0   , 814.0     , 120.0     , 35284.0   , 39031.0   , 120.0     , 
5         , 14775     , 7         , 34861.0   , 39165.0   , 694.0     , 70.0      , 35208.0   , 39200.0   , 70.0      , 
5         , 14776     , 7         , 34864.0   , 39068.0   , 790.0     , 104.0     , 35259.0   , 39120.0   , 104.0     , 
5         , 14776     , 7         , 34851.0   , 39217.0   , 677.0     , 58.0      , 35189.5   , 39246.0   , 58.0      , 
5         , 14751     , 5         , 35884.0   , 36107.0   , 192.0     , 161.0     , 35980.0   , 36187.5   , 161.0     , 
5         , 14751     , 4         , 36209.0   , 36385.0   , 186.0     , 135.0     , 36302.0   , 36452.5   , 135.0     , 
5         , 14751     , 5         , 36086.0   , 36685.0   , 169.0     , 157.0     , 36170.5   , 36763.5   , 157.0     , 
5         , 14751     , 4         , 36493.0   , 36035.0   , 153.0     , 128.0     , 36569.5   , 36099.0   , 128.0     , 
5         , 14752     , 5         , 36103.0   , 36106.0   , 188.0     , 162.0     , 36197.0   , 36187.0   , 162.0     , 
5         , 14752     , 4         , 36091.0   , 36429.0   , 210.0     , 158.0     , 36196.0   , 36508.0   , 158.0     , 
5         , 14752     , 5         , 36217.0   , 36677.0   , 199.0     , 171.0     , 36316.5   , 36762.5   , 171.0     , 
5         , 14752     , 4         , 36395.0   , 36088.0   , 149.0     , 144.0     , 36469.5   , 36160.0   , 144.0     , 
5         , 14753     , 5         , 35966.0   , 36222.0   , 183.0     , 151.0     , 36057.5   , 36297.5   , 151.0     , 
5         , 14753     , 4         , 36221.0   , 36455.0   , 195.0     , 181.0     , 36318.5   , 36545.5   , 181.0     , 
5         , 14753     , 5         , 36166.0   , 36781.0   , 181.0     , 151.0     , 36256.5   , 36856.5   , 151.0     , 
5         , 14753     , 4         , 36585.0   , 36093.0   , 167.0     , 133.0     , 36668.5   , 36159.5   , 133.0     , 
5         , 14760     , 5         , 36156.0   , 37455.0   , 187.0     , 114.0     , 36249.5   , 37512.0   , 114.0     , 
5         , 14760     , 4         , 36062.0   , 37618.0   , 172.0     , 117.0     , 36148.0   , 37676.5   , 117.0     , 
5         , 14760     , 5         , 35998.0   , 37334.0   , 157.0     , 169.0     , 36076.5   , 37418.5   , 157.0     , 
5         , 14761     , 4         , 36169.0   , 37565.0   , 184.0     , 131.0     , 36261.0   , 37630.5   , 131.0     , 
5         , 14761     , 5         , 36046.0   , 37390.0   , 167.0     , 284.0     , 36129.5   , 37532.0   , 167.0     , 
5         , 14761     , 4         , 36100.0   , 37709.0   , 238.0     , 108.0     , 36219.0   , 37763.0   , 108.0     , 
5         , 14762     , 5         , 36294.0   , 37445.0   , 116.0     , 198.0     , 36352.0   , 37544.0   , 116.0     , 
5         , 14762     , 4         , 36118.0   , 37670.0   , 205.0     , 121.0     , 36220.5   , 37730.5   , 121.0     , 
5         , 14762     , 5         , 36101.0   , 37458.0   , 278.0     , 249.0     , 36240.0   , 37582.5   , 249.0     , 
5         , 14757     , 9         , 36215.0   , 38025.0   , 248.0     , 234.0     , 36339.0   , 38142.0   , 234.0     , 
5         , 14757     , 9         , 36327.0   , 38539.0   , 198.0     , 177.0     , 36426.0   , 38627.5   , 177.0     , 
5         , 14758     , 9         , 36532.0   , 38021.0   , 264.0     , 251.0     , 36664.0   , 38146.5   , 251.0     , 
5         , 14758     , 9         , 36474.0   , 38504.0   , 255.0     , 240.0     , 36601.5   , 38624.0   , 240.0     , 
5         , 14759     , 9         , 36388.0   , 38173.0   , 246.0     , 252.0     , 36511.0   , 38299.0   , 246.0     , 
5         , 14759     , 9         , 36422.0   , 38656.0   , 242.0     , 168.0     , 36543.0   , 38740.0   , 168.0     , 
5         , 14782     , 1         , 36209.0   , 38018.0   , 589.0     , 571.0     , 36503.5   , 38303.5   , 571.0     , 
5         , 14754     , 5         , 36933.0   , 36066.0   , 149.0     , 128.0     , 37007.5   , 36130.0   , 128.0     , 
5         , 14754     , 4         , 37239.0   , 36444.0   , 128.0     , 122.0     , 37303.0   , 36505.0   , 122.0     , 
5         , 14754     , 5         , 37153.0   , 36803.0   , 140.0     , 131.0     , 37223.0   , 36868.5   , 131.0     , 
5         , 14755     , 4         , 37083.0   , 36275.0   , 134.0     , 139.0     , 37150.0   , 36344.5   , 134.0     , 
5         , 14755     , 5         , 37126.0   , 36597.0   , 150.0     , 126.0     , 37201.0   , 36660.0   , 126.0     , 
5         , 14755     , 4         , 37279.0   , 36845.0   , 145.0     , 141.0     , 37351.5   , 36915.5   , 141.0     , 
5         , 14756     , 5         , 37036.0   , 36170.0   , 158.0     , 148.0     , 37115.0   , 36244.0   , 148.0     , 
5         , 14756     , 4         , 37163.0   , 36515.0   , 171.0     , 129.0     , 37248.5   , 36579.5   , 129.0     , 
5         , 14756     , 5         , 37389.0   , 36852.0   , 150.0     , 149.0     , 37464.0   , 36926.5   , 149.0     , 
5         , 14754     , 5         , 37328.0   , 37058.0   , 144.0     , 121.0     , 37400.0   , 37118.5   , 121.0     , 
5         , 14754     , 4         , 37306.0   , 37334.0   , 124.0     , 114.0     , 37368.0   , 37391.0   , 114.0     , 
5         , 14754     , 5         , 37071.0   , 37715.0   , 141.0     , 113.0     , 37141.5   , 37771.5   , 113.0     , 
5         , 14755     , 4         , 37430.0   , 37094.0   , 140.0     , 115.0     , 37500.0   , 37151.5   , 115.0     , 
5         , 14755     , 5         , 37306.0   , 37469.0   , 177.0     , 69.0      , 37394.5   , 37503.5   , 69.0      , 
5         , 14755     , 4         , 37240.0   , 37613.0   , 123.0     , 119.0     , 37301.5   , 37672.5   , 119.0     , 
5         , 14756     , 5         , 37355.0   , 37162.0   , 152.0     , 126.0     , 37431.0   , 37225.0   , 126.0     , 
5         , 14756     , 4         , 37336.0   , 37419.0   , 131.0     , 91.0      , 37401.5   , 37464.5   , 91.0      , 
5         , 14756     , 5         , 37142.0   , 37658.0   , 173.0     , 131.0     , 37228.5   , 37723.5   , 131.0     , 
5         , 14757     , 9         , 36949.0   , 38399.0   , 208.0     , 197.0     , 37053.0   , 38497.5   , 197.0     , 
5         , 14758     , 9         , 37093.0   , 38432.0   , 201.0     , 191.0     , 37193.5   , 38527.5   , 191.0     , 
5         , 14759     , 9         , 36994.0   , 38557.0   , 220.0     , 226.0     , 37104.0   , 38670.0   , 220.0     , 
6         , 7125      , 3         , 35134.0   , 49576.0   , 4.0       , 7.0       , 35136.0   , 49579.5   , 4.0       , 
6         , 7125      , 3         , 35122.0   , 49598.0   , 5.0       , 5.0       , 35124.5   , 49600.5   , 5.0       , 
6         , 7125      , 3         , 35116.0   , 49619.0   , 6.0       , 5.0       , 35119.0   , 49621.5   , 5.0       , 
6         , 7125      , 3         , 35125.0   , 49637.0   , 4.0       , 8.0       , 35127.0   , 49641.0   , 4.0       , 
6         , 7125      , 3         , 35118.0   , 49666.0   , 4.0       , 6.0       , 35120.0   , 49669.0   , 4.0       , 
6         , 7125      , 3         , 35097.0   , 49646.0   , 5.0       , 6.0       , 35099.5   , 49649.0   , 5.0       , 
6         , 7125      , 3         , 35089.0   , 49610.0   , 4.0       , 6.0       , 35091.0   , 49613.0   , 4.0       , 
6         , 7125      , 3         , 35096.0   , 49570.0   , 7.0       , 5.0       , 35099.5   , 49572.5   , 5.0       , 
6         , 7125      , 3         , 35074.0   , 49550.0   , 4.0       , 9.0       , 35076.0   , 49554.5   , 4.0       , 
6         , 7125      , 3         , 35077.0   , 49578.0   , 5.0       , 7.0       , 35079.5   , 49581.5   , 5.0       , 
6         , 7125      , 3         , 35070.0   , 49634.0   , 6.0       , 6.0       , 35073.0   , 49637.0   , 6.0       , 
6         , 7125      , 3         , 35078.0   , 49656.0   , 4.0       , 5.0       , 35080.0   , 49658.5   , 4.0       , 
7         , 13900     , 25        , 39309.0   , 64764.0   , 590.0     , 487.0     , 39604.0   , 65007.5   , 487.0     , 
7         , 13900     , 15        , 38981.0   , 64745.0   , 326.0     , 456.0     , 39144.0   , 64973.0   , 326.0     , 
7         , 7264      , 9         , 39049.0   , 64814.0   , 352.0     , 356.0     , 39225.0   , 64992.0   , 352.0     , 
7         , 7264      , 9         , 39448.0   , 64790.0   , 405.0     , 379.0     , 39650.5   , 64979.5   , 379.0     , 
7         , 13608     , 8         , 40575.0   , 53765.0   , 105.0     , 345.0     , 40627.5   , 53937.5   , 105.0     , 
7         , 13608     , 8         , 40839.0   , 53810.0   , 114.0     , 428.0     , 40896.0   , 54024.0   , 114.0     , 
7         , 13608     , 4         , 40700.0   , 53653.0   , 123.0     , 489.0     , 40761.5   , 53897.5   , 123.0     , 
7         , 13609     , 8         , 40619.0   , 53885.0   , 290.0     , 100.0     , 40764.0   , 53935.0   , 100.0     , 
7         , 7888      , 1         , 40894.0   , 53930.0   , 125.0     , 126.0     , 40956.5   , 53993.0   , 125.0     , 
7         , 13606     , 8         , 40646.0   , 55124.0   , 481.0     , 147.0     , 40886.5   , 55197.5   , 147.0     , 
7         , 13606     , 8         , 40641.0   , 54942.0   , 489.0     , 147.0     , 40885.5   , 55015.5   , 147.0     , 
7         , 13606     , 8         , 40647.0   , 54776.0   , 490.0     , 135.0     , 40892.0   , 54843.5   , 135.0     , 
7         , 13607     , 8         , 40703.0   , 54556.0   , 442.0     , 151.0     , 40924.0   , 54631.5   , 151.0     , 
7         , 13607     , 8         , 40785.0   , 54341.0   , 363.0     , 170.0     , 40966.5   , 54426.0   , 170.0     , 
7         , 13607     , 4         , 40878.0   , 54854.0   , 337.0     , 358.0     , 41046.5   , 55033.0   , 337.0     , 
7         , 13604     , 7         , 40661.0   , 56169.0   , 464.0     , 134.0     , 40893.0   , 56236.0   , 134.0     , 
7         , 13604     , 7         , 40894.0   , 55989.0   , 234.0     , 146.0     , 41011.0   , 56062.0   , 146.0     , 
7         , 13604     , 7         , 40681.0   , 55773.0   , 262.0     , 171.0     , 40812.0   , 55858.5   , 171.0     , 
7         , 13604     , 7         , 40953.0   , 55775.0   , 236.0     , 170.0     , 41071.0   , 55860.0   , 170.0     , 
7         , 13605     , 7         , 40654.0   , 55583.0   , 297.0     , 155.0     , 40802.5   , 55660.5   , 155.0     , 
7         , 13605     , 7         , 40645.0   , 55303.0   , 302.0     , 261.0     , 40796.0   , 55433.5   , 261.0     , 
7         , 13605     , 7         , 40951.0   , 55307.0   , 178.0     , 429.0     , 41040.0   , 55521.5   , 178.0     , 
7         , 7888      , 1         , 40829.0   , 56273.0   , 196.0     , 116.0     , 40927.0   , 56331.0   , 116.0     , 
7         , 7888      , 1         , 40832.0   , 55296.0   , 198.0     , 51.0      , 40931.0   , 55321.5   , 51.0      , 
7         , 13603     , 8         , 40675.0   , 56469.0   , 268.0     , 147.0     , 40809.0   , 56542.5   , 147.0     , 
7         , 13603     , 8         , 40672.0   , 56646.0   , 267.0     , 150.0     , 40805.5   , 56721.0   , 150.0     , 
7         , 13603     , 4         , 40670.0   , 56345.0   , 268.0     , 102.0     , 40804.0   , 56396.0   , 102.0     , 
7         , 13604     , 4         , 40716.0   , 56368.0   , 89.0      , 402.0     , 40760.5   , 56569.0   , 89.0      , 
7         , 7888      , 1         , 40842.0   , 57277.0   , 275.0     , 134.0     , 40979.5   , 57344.0   , 134.0     , 
